9.875793,0
10.58923,1
11.30323,2
12.03186,4
13.04242,3
13.24123,3
14.85965,4
15.93779,5
16.13582,5
17.74278,2
18.25683,3
18.82357,5
19.15502,2
19.68515,3
20.2148,1
20.57997,2
21.10975,3
21.67301,1
21.99128,3
22.67059,5
23.43338,2
23.98276,5
25.95478,2
26.3026,3
26.84926,5
28.78756,2
29.17235,3
29.68606,5
34.17135,5
34.35358,4
34.52008,3
34.68516,2
34.86715,4
35.06717,3
35.23352,1
35.4318,4
35.76328,3
35.94546,1
36.14477,4
36.49193,3
36.67469,1
36.83983,4
37.22157,3
37.38765,1
37.58603,4
37.76868,4
37.93656,3
38.11858,1
38.28425,4
38.64872,3
38.79071,1
38.98973,4
39.35944,3
39.52511,1
39.70734,4
40.03917,3
40.23767,2
40.41975,1
40.61888,0
40.95071,3
41.13215,3
41.48003,3
41.82791,3
42.02706,3
42.37536,4
42.56657,3
42.89791,4
43.44502,5
43.79251,4
44.00804,2
44.34009,4
45.06914,1
45.25106,2
45.43518,3
45.59467,4
45.7776,5
45.96179,3
46.14431,2
46.50852,4
46.67541,3
46.85764,1
47.04035,4
47.3752,3
47.57344,1
47.93791,4
48.12056,3
48.30265,1
48.46851,4
48.78345,3
48.96561,1
49.34608,4
49.52893,3
49.69398,1
49.87621,4
50.24068,3
50.40637,1
50.78789,4
50.96461,3
51.14744,1
51.32969,3
51.50983,4
51.67577,5
51.86651,3
52.19784,4
52.52918,2
52.71141,5
53.07588,4
53.25811,3
53.6232,5
53.7995,3
53.99747,4
54.17991,1
54.3341,5
54.51645,4
54.68969,2
55.08724,2
55.43526,0
55.58773,2
55.93563,0
57.77549,2
58.25785,1
58.8043,2
59.15245,4
60.62642,2
61.12341,1
61.65355,2
62.05114,5
62.71406,4
63.428,5
63.62761,5
63.99126,4
64.15695,4
64.50494,3
64.68707,3
65.03809,2
65.23637,2
65.60139,1
65.78347,1
66.11438,0
66.29723,0
66.62803,4
66.81017,4
67.15807,4
67.52253,3
67.70477,2
67.88827,0
69.16423,2
69.69399,1
70.2079,2
70.55546,4
72.00255,2
72.53268,1
73.08144,2
73.44563,5
74.12486,4
74.88692,3
74.98632,5
75.13566,3
75.24468,2
75.35092,4
75.50051,2
75.61599,1
75.71541,3
75.84834,1
75.98064,0
76.08016,2
76.17944,0
76.31504,3
76.41376,5
76.5463,3
76.67883,2
76.79479,4
76.8944,2
77.02997,1
77.12904,3
77.24501,1
77.37791,0
77.49548,2
77.59488,0
77.71085,0
78.09311,2
78.29198,2
79.50126,0
79.86868,1
80.21585,2
80.56402,3
81.31556,4
81.99881,5
83.47648,4
83.65849,1
83.84148,3
84.00945,4
84.37434,1
84.55634,3
84.73835,4
84.90388,4
85.07533,1
85.24137,3
85.42293,4
85.79082,1
85.97265,3
86.15625,4
86.33952,5
86.51966,1
86.68533,3
86.851,4
87.23239,1
87.39831,3
87.56731,4
87.71642,5
88.05065,5
88.21616,5
88.4154,4
88.6143,3
88.81256,2
88.99569,4
89.18759,1
89.35297,3
89.53564,4
89.70139,4
90.08243,1
90.24809,3
90.41376,4
90.59823,4
90.78091,1
90.94613,3
91.13205,4
91.51376,1
91.67864,2
91.86171,3
92.02753,2
92.42455,3
92.72269,4
93.05402,3
94.9147,2
95.2625,2
95.4283,1
95.6106,2
95.95817,4
96.30613,2
96.65459,2
96.80307,1
97.00187,2
97.383,0
97.71725,2
98.08224,2
98.23119,1
98.44711,2
98.62934,0
98.81212,2
98.97785,3
99.14346,4
99.50856,5
99.87281,4
100.0387,3
100.2369,2
100.4191,1
100.5848,2
100.9567,1
101.287,2
101.6558,4
102.2197,2
102.4185,2
102.9823,2
103.2973,2
103.4954,3
103.8267,2
103.9928,1
104.358,2
104.5402,2
105.5177,1
106.2823,2
106.6467,2
106.8123,0
106.9953,2
107.3431,4
107.6903,2
108.0392,2
108.2091,1
108.3913,2
108.7561,0
109.1203,2
109.4513,2
109.6166,1
109.7988,2
109.9811,0
110.1669,2
110.3323,3
110.5145,4
110.8458,5
111.2103,4
111.3858,3
111.5681,2
111.7337,1
111.9163,2
112.2638,2
112.4131,0
112.5952,2
112.9599,4
113.3075,2
113.6389,2
113.7945,0
113.9933,2
114.375,1
114.739,2
115.0701,3
115.418,4
115.7665,3
116.346,1
116.4951,3
116.6771,5
116.8262,4
117.0086,0
117.1907,2
117.3565,3
117.522,2
117.8871,2
118.0521,0
118.2344,2
118.599,3
118.9202,2
119.3012,2
119.4505,0
119.6491,2
119.997,1
120.3449,2
120.7094,2
120.8419,0
121.0407,2
121.4058,1
121.7698,2
122.1175,3
122.4823,4
122.6315,5
122.8306,4
122.9959,3
123.2109,2
123.5423,1
123.8902,2
124.2215,4
124.7682,2
124.9506,2
125.4809,2
125.8285,2
126.0111,3
126.3753,2
126.5574,0
126.921,2
127.1031,2
128.1297,3
128.8919,2
129.6208,1
130.6977,3
130.7669,4
130.83,5
134.541,0
134.5578,2
134.5738,3
137.0434,0
137.5561,1
137.9539,2
138.3682,3
138.8483,5
139.1134,4
139.6601,0
139.9423,1
140.3727,2
140.7866,3
141.267,5
141.7144,4
142.0624,5
142.5264,0
142.6655,1
142.8243,3
142.8741,2
143.5867,4
143.9518,1
144.4478,4
145.0617,1
145.111,3
145.1656,5
146.0548,0
146.108,2
146.1539,4
146.7015,1
146.7506,3
146.8166,5
