12.28037,4
12.5123,1
12.7111,4
12.94304,1
13.15841,3
13.24124,2
13.35721,3
13.48974,2
13.57258,3
14.40092,0
14.63285,2
15.03045,4
15.68203,5
16.11277,4
16.36127,3
17.00738,4
17.42156,2
17.86887,4
18.06767,5
18.49841,3
19.1114,2
19.54214,3
19.79064,1
19.98945,0
20.85093,1
21.2651,2
21.49704,3
21.91121,4
22.54075,5
22.97149,4
23.18686,3
23.83297,4
24.26371,5
24.67789,4
24.90982,4
25.99195,4
26.22389,1
26.40613,4
26.6215,1
26.90314,3
26.96941,2
27.08538,3
27.20135,2
27.28418,3
28.1788,3
28.36104,4
28.84148,3
29.37162,0
29.85206,5
30.05086,4
30.7301,3
31.16085,2
31.59159,4
31.79039,3
32.22114,1
32.65189,4
32.86726,1
33.28144,4
33.46368,1
33.911,4
34.45771,1
35.00891,1
35.19115,3
35.63846,4
36.25144,5
36.68219,4
36.9307,3
37.60995,4
38.00757,5
38.42175,4
38.67025,4
39.69742,4
39.92936,1
40.1613,4
40.34354,1
40.60862,3
40.69145,2
40.79086,3
40.90683,2
41.0228,3
41.42041,4
41.86773,1
42.06653,4
42.48071,1
42.71265,2
42.91146,3
43.1434,5
43.59072,4
43.80609,3
44.88833,1
45.30251,2
45.60072,3
45.93207,0
46.16401,2
46.36282,4
46.61132,0
47.00894,3
47.30715,5
47.67163,4
47.87043,3
48.10238,2
48.31775,4
48.73193,1
48.96387,4
49.56029,1
49.89164,3
50.02417,4
50.47149,3
50.65373,1
51.71403,2
52.12821,3
52.40985,4
52.80747,3
53.00628,4
53.17195,5
53.45359,3
53.88434,2
54.17126,4
54.48603,1
54.71798,4
55.13216,5
55.57947,4
55.77828,5
56.22559,4
56.44097,3
56.63977,2
56.87171,4
57.28589,3
57.50127,1
58.61127,0
58.95918,2
59.30709,3
59.63844,2
59.87038,3
60.05262,1
60.28456,4
60.73188,5
61.03009,4
61.36143,3
61.56024,2
61.82531,3
62.00755,4
62.47144,3
62.65367,4
63.06785,3
63.33293,4
63.48203,3
63.71907,5
64.13322,4
64.34855,3
65.44176,1
65.88899,2
66.15401,3
66.51841,2
66.75031,3
66.98219,1
67.16439,3
67.57848,4
67.89319,5
68.25758,4
68.43978,3
69.26797,4
69.49986,4
69.63238,5
69.93053,4
70.14586,3
70.41088,2
70.59309,4
71.00718,3
71.22251,4
71.3716,5
71.68631,4
71.86851,3
72.1004,2
72.29916,4
72.91201,2
73.33096,3
73.81131,1
74.02664,3
74.44073,0
74.6395,3
74.87139,1
75.07015,5
75.5008,4
75.71613,5
76.36214,5
76.80935,4
77.04124,3
77.22343,2
77.47189,4
77.77003,3
78.08475,1
78.26695,4
78.49885,3
78.73074,1
78.92951,4
79.14484,5
79.80737,4
80.22146,3
80.66867,1
80.86745,4
81.24844,1
81.53001,3
81.74534,1
82.15943,3
82.59008,5
83.20831,4
83.87086,3
84.30151,2
84.89782,4
85.57694,3
86.00759,5
86.62045,4
87.66396,5
88.52527,3
89.41973,0
89.83383,0
90.28107,0
90.72829,0
91.1424,0
91.55649,0
92.00371,0
92.42006,0
92.86728,0
93.28136,0
93.69546,0
94.14269,0
94.57334,4
94.75554,4
94.88805,1
95.10337,4
95.21931,1
95.46777,3
95.56715,2
95.68309,3
95.79903,2
95.86529,3
95.98123,2
96.08061,3
96.21312,2
96.3125,5
96.72659,4
96.92535,5
97.02474,4
97.4057,3
97.5879,4
97.81979,3
98.002,5
98.41609,4
98.64798,3
99.75773,4
100.0724,4
100.1718,3
100.2546,4
100.4865,4
100.8012,3
101.0331,4
101.2153,5
101.4472,4
101.8282,5
102.1328,4
102.4641,3
102.6463,4
102.8451,4
102.9942,3
103.4579,3
103.7064,4
104.1039,3
104.3192,4
104.518,3
104.7333,5
105.164,4
105.4124,3
106.5056,3
106.9529,5
107.2013,4
107.5657,3
107.7313,4
107.9632,3
108.1951,4
108.6423,4
108.9239,3
109.2386,4
109.4705,3
110.2987,1
110.2987,0
110.779,0
111.1931,1
111.1931,0
111.6457,0
112.0101,1
112.0101,0
112.4905,0
112.9046,1
112.9046,0
113.3187,0
113.7328,0
113.7328,1
114.18,0
114.6106,0
114.6106,1
115.0247,0
115.4554,0
115.4554,1
115.9026,0
116.3167,0
116.3167,3
116.383,4
116.7639,5
116.7971,0
117.178,1
117.178,0
117.5921,0
118.0393,1
118.0393,0
118.5031,0
118.8841,0
118.8841,1
119.0994,4
119.3644,0
119.7619,1
119.7619,0
119.7619,3
120.176,3
120.176,0
120.5901,1
120.5901,0
121.0373,0
121.4734,1
121.4734,0
121.9041,3
121.9041,0
122.3016,1
122.3016,0
122.5169,4
122.7322,0
123.1629,0
123.1629,3
123.1629,1
123.6101,4
123.6101,0
124.0077,1
124.0077,0
124.0408,3
124.2395,5
124.4549,0
124.7033,4
124.869,0
124.869,1
125.1009,3
125.2831,4
125.2831,0
125.7303,1
125.7303,0
125.929,5
126.1775,0
126.6413,0
126.6413,1
126.6413,4
126.9891,0
126.9891,3
127.4198,0
127.4198,1
127.9001,4
127.9001,0
128.2812,1
128.2812,0
128.7286,0
128.7617,2
129.176,0
129.1926,1
129.3749,3
129.5571,0
130.0377,4
130.0377,1
130.0377,0
130.452,0
130.4686,5
130.835,0
130.835,1
131.299,0
131.6967,1
